OrderID,Date,Customer,Region,Category,MenuItem,Quantity,Price,Sales
1075,23-01-2023,Customer_286,West,Continental,Salad,5,916,4580
1076,23-01-2023,Customer_113,South,Asian,Tacos,2,116,232
1077,24-01-2023,Customer_167,North,Continental,Sushi,1,429,429
1078,24-01-2023,Customer_29,East,Asian,Sushi,4,668,2672
1079,24-01-2023,Customer_118,East,Continental,Salad,4,922,3688
1080,24-01-2023,Customer_17,North,Continental,Steak,4,596,2384
1081,25-01-2023,Customer_162,East,Asian,Salad,5,914,4570
1082,25-01-2023,Customer_206,South,Continental,Curry,1,111,111
1083,25-01-2023,Customer_138,West,Main Course,Burger,5,417,2085
1084,26-01-2023,Customer_34,North,Healthy,Curry,5,691,3455
1085,26-01-2023,Customer_109,East,Continental,Pizza,1,315,315
1086,26-01-2023,Customer_291,North,Continental,Steak,1,438,438
1087,27-01-2023,Customer_162,South,Main Course,Steak,1,875,875
1088,27-01-2023,Customer_109,East,Main Course,Steak,1,760,760
1089,27-01-2023,Customer_256,East,Fast Food,Burger,4,180,720
1090,28-01-2023,Customer_203,East,Healthy,Curry,3,826,2478
1091,28-01-2023,Customer_235,East,Fast Food,Sandwich,3,584,1752
1092,28-01-2023,Customer_74,North,Continental,Noodles,1,473,473
1093,28-01-2023,Customer_136,South,Main Course,Burger,3,809,2427
1094,29-01-2023,Customer_72,South,Continental,Tacos,3,299,897
1095,29-01-2023,Customer_127,West,Asian,Noodles,1,636,636
1096,29-01-2023,Customer_288,North,Healthy,Salad,3,565,1695
1097,30-01-2023,Customer_276,South,Asian,Tacos,5,188,940
1098,30-01-2023,Customer_135,North,Main Course,Pizza,2,367,734
1099,30-01-2023,Customer_300,North,Main Course,Pasta,2,754,1508
1100,31-01-2023,Customer_220,South,Main Course,Pasta,1,670,670
1101,31-01-2023,Customer_299,West,Healthy,Sandwich,4,588,2352
1102,31-01-2023,Customer_205,West,Fast Food,Sushi,1,976,976
1103,31-01-2023,Customer_186,West,Continental,Tacos,4,637,2548
1104,01-02-2023,Customer_113,East,Continental,Steak,2,146,292
1105,01-02-2023,Customer_71,South,Continental,Curry,1,387,387
1106,01-02-2023,Customer_261,East,Continental,Pasta,5,877,4385
1107,02-02-2023,Customer_253,East,Continental,Sushi,3,115,345
1108,02-02-2023,Customer_47,East,Fast Food,Pasta,4,810,3240
1109,02-02-2023,Customer_25,North,Asian,Burger,3,500,1500
1110,03-02-2023,Customer_57,North,Healthy,Curry,3,893,2679
1111,03-02-2023,Customer_79,South,Asian,Sushi,1,185,185
1112,03-02-2023,Customer_82,South,Asian,Pasta,3,349,1047
1113,04-02-2023,Customer_217,North,Continental,Sushi,5,490,2450
1114,04-02-2023,Customer_33,North,Continental,Pizza,3,881,2643
1115,04-02-2023,Customer_198,East,Fast Food,Pizza,1,434,434
1116,04-02-2023,Customer_196,West,Healthy,Curry,5,728,3640
1117,05-02-2023,Customer_240,West,Main Course,Salad,2,618,1236
1118,05-02-2023,Customer_271,West,Asian,Sandwich,3,236,708
1119,05-02-2023,Customer_129,West,Main Course,Pasta,1,982,982
1120,06-02-2023,Customer_284,West,Healthy,Steak,2,787,1574
1121,06-02-2023,Customer_6,East,Asian,Pasta,2,939,1878
1122,06-02-2023,Customer_59,South,Main Course,Curry,4,597,2388
1123,07-02-2023,Customer_275,North,Main Course,Burger,5,926,4630
1124,07-02-2023,Customer_137,East,Fast Food,Pasta,3,826,2478
1125,07-02-2023,Customer_175,West,Healthy,Steak,1,576,576
1126,07-02-2023,Customer_58,North,Healthy,Tacos,4,693,2772
1127,08-02-2023,Customer_151,East,Healthy,Tacos,5,322,1610
1128,08-02-2023,Customer_223,West,Asian,Tacos,4,471,1884
1129,08-02-2023,Customer_81,East,Fast Food,Tacos,5,501,2505
1130,09-02-2023,Customer_233,North,Continental,Curry,5,542,2710
1131,09-02-2023,Customer_2,South,Asian,Tacos,3,589,1767
1132,09-02-2023,Customer_135,West,Healthy,Pizza,5,714,3570
1133,10-02-2023,Customer_257,North,Asian,Pizza,4,372,1488
1134,10-02-2023,Customer_92,North,Main Course,Noodles,5,625,3125
1135,10-02-2023,Customer_260,South,Asian,Sandwich,3,258,774
1136,10-02-2023,Customer_55,East,Asian,Sushi,3,251,753
1137,11-02-2023,Customer_153,South,Healthy,Pizza,4,719,2876
1138,11-02-2023,Customer_260,South,Main Course,Sushi,2,287,574
1139,11-02-2023,Customer_102,East,Healthy,Noodles,2,912,1824
1140,12-02-2023,Customer_79,East,Main Course,Sandwich,5,197,985
1141,12-02-2023,Customer_192,East,Main Course,Pizza,1,230,230
1142,12-02-2023,Customer_83,North,Main Course,Pizza,5,904,4520
1143,13-02-2023,Customer_277,North,Healthy,Sandwich,4,270,1080
1144,13-02-2023,Customer_272,West,Main Course,Sandwich,4,282,1128
1145,13-02-2023,Customer_1,West,Fast Food,Sushi,4,463,1852
1146,14-02-2023,Customer_166,South,Fast Food,Salad,4,138,552
1147,14-02-2023,Customer_251,South,Continental,Pasta,4,626,2504
1148,14-02-2023,Customer_10,West,Fast Food,Burger,3,987,2961
1149,14-02-2023,Customer_58,South,Continental,Tacos,2,596,1192
1150,15-02-2023,Customer_186,East,Fast Food,Noodles,4,615,2460
1151,15-02-2023,Customer_158,North,Healthy,Steak,1,448,448
1152,15-02-2023,Customer_123,West,Continental,Salad,1,496,496
1153,16-02-2023,Customer_30,North,Asian,Pasta,1,821,821
1154,16-02-2023,Customer_124,West,Asian,Burger,1,260,260
1155,16-02-2023,Customer_291,North,Fast Food,Pizza,3,115,345
1156,17-02-2023,Customer_41,West,Asian,Salad,1,592,592
1157,17-02-2023,Customer_44,North,Fast Food,Salad,4,525,2100
1158,17-02-2023,Customer_249,East,Fast Food,Curry,5,207,1035
1159,17-02-2023,Customer_36,West,Asian,Noodles,1,993,993
1160,18-02-2023,Customer_273,West,Asian,Steak,3,549,1647
1161,18-02-2023,Customer_65,West,Main Course,Noodles,3,410,1230
1162,18-02-2023,Customer_66,East,Continental,Sushi,1,838,838
1163,19-02-2023,Customer_244,North,Fast Food,Tacos,5,269,1345
1164,19-02-2023,Customer_282,West,Asian,Pasta,1,645,645
1165,19-02-2023,Customer_85,North,Continental,Sushi,3,513,1539
1166,20-02-2023,Customer_136,East,Asian,Curry,2,350,700
1167,20-02-2023,Customer_271,South,Asian,Sushi,4,858,3432
1168,20-02-2023,Customer_217,West,Main Course,Sandwich,3,880,2640
1169,21-02-2023,Customer_109,East,Fast Food,Pasta,1,240,240
1170,21-02-2023,Customer_277,North,Fast Food,Tacos,4,373,1492
1171,21-02-2023,Customer_103,West,Healthy,Pizza,1,515,515
1172,21-02-2023,Customer_160,North,Main Course,Sandwich,1,707,707
1173,22-02-2023,Customer_205,South,Continental,Sandwich,2,838,1676
1174,22-02-2023,Customer_192,West,Main Course,Pasta,4,990,3960
1175,22-02-2023,Customer_225,West,Continental,Sandwich,4,138,552
1176,23-02-2023,Customer_265,North,Fast Food,Pizza,2,913,1826
1177,23-02-2023,Customer_232,West,Healthy,Steak,3,128,384
1178,23-02-2023,Customer_62,East,Healthy,Noodles,1,576,576
1179,24-02-2023,Customer_127,East,Fast Food,Pasta,5,417,2085
1180,24-02-2023,Customer_116,South,Asian,Burger,1,344,344
1181,24-02-2023,Customer_33,East,Main Course,Sushi,1,847,847
1182,24-02-2023,Customer_174,South,Healthy,Pizza,3,796,2388
1183,25-02-2023,Customer_11,North,Asian,Tacos,1,371,371
1184,25-02-2023,Customer_284,North,Continental,Salad,2,539,1078
1185,25-02-2023,Customer_118,South,Healthy,Noodles,2,847,1694
1186,26-02-2023,Customer_113,East,Continental,Steak,4,338,1352
1187,26-02-2023,Customer_4,East,Asian,Pizza,5,476,2380
1188,26-02-2023,Customer_37,South,Continental,Steak,1,365,365
1189,27-02-2023,Customer_31,South,Asian,Pizza,1,458,458
1190,27-02-2023,Customer_118,North,Continental,Burger,3,439,1317
1191,27-02-2023,Customer_35,South,Main Course,Pizza,2,488,976
1192,27-02-2023,Customer_17,East,Healthy,Pizza,5,676,3380
1193,28-02-2023,Customer_170,South,Healthy,Burger,4,788,3152
1194,28-02-2023,Customer_37,South,Asian,Tacos,2,102,204
1195,28-02-2023,Customer_264,South,Continental,Curry,4,528,2112
1196,01-03-2023,Customer_122,North,Fast Food,Tacos,3,241,723
1197,01-03-2023,Customer_143,South,Healthy,Burger,3,475,1425
1198,01-03-2023,Customer_249,West,Continental,Noodles,1,769,769
1199,02-03-2023,Customer_110,West,Continental,Salad,5,423,2115
1200,02-03-2023,Customer_277,West,Main Course,Curry,4,245,980
1201,02-03-2023,Customer_68,East,Fast Food,Pasta,2,392,784
1202,03-03-2023,Customer_293,East,Healthy,Sandwich,3,764,2292
1203,03-03-2023,Customer_296,South,Main Course,Pizza,1,531,531
1204,03-03-2023,Customer_243,West,Fast Food,Salad,1,804,804
1205,03-03-2023,Customer_125,North,Healthy,Tacos,4,684,2736
1206,04-03-2023,Customer_243,West,Main Course,Burger,3,498,1494
1207,04-03-2023,Customer_209,West,Fast Food,Noodles,5,916,4580
1208,04-03-2023,Customer_98,East,Healthy,Salad,3,988,2964
1209,05-03-2023,Customer_49,East,Fast Food,Steak,4,443,1772
1210,05-03-2023,Customer_50,North,Continental,Steak,4,239,956
1211,05-03-2023,Customer_221,East,Asian,Pasta,3,286,858
1212,06-03-2023,Customer_182,North,Asian,Tacos,4,904,3616
1213,06-03-2023,Customer_217,East,Continental,Burger,3,160,480
1214,06-03-2023,Customer_211,West,Fast Food,Noodles,2,479,958
1215,06-03-2023,Customer_240,West,Continental,Steak,3,809,2427
1216,07-03-2023,Customer_28,North,Asian,Burger,3,906,2718
1217,07-03-2023,Customer_51,North,Asian,Salad,4,539,2156
1218,07-03-2023,Customer_32,East,Fast Food,Burger,4,418,1672
1219,08-03-2023,Customer_207,East,Asian,Burger,1,401,401
1220,08-03-2023,Customer_174,North,Continental,Curry,1,443,443
1221,08-03-2023,Customer_56,North,Fast Food,Sandwich,2,110,220
1222,09-03-2023,Customer_128,West,Continental,Steak,1,161,161
1223,09-03-2023,Customer_99,West,Fast Food,Sandwich,3,944,2832
1224,09-03-2023,Customer_98,North,Asian,Salad,4,325,1300
1225,10-03-2023,Customer_275,West,Healthy,Noodles,1,252,252
1226,10-03-2023,Customer_230,South,Fast Food,Sandwich,1,810,810
1227,10-03-2023,Customer_72,East,Fast Food,Sushi,2,663,1326
1228,10-03-2023,Customer_217,West,Healthy,Tacos,2,871,1742
1229,11-03-2023,Customer_94,South,Asian,Salad,3,670,2010
1230,11-03-2023,Customer_143,North,Continental,Pasta,4,683,2732
1231,11-03-2023,Customer_237,West,Main Course,Pizza,2,759,1518
1232,12-03-2023,Customer_128,North,Healthy,Noodles,1,960,960
1233,12-03-2023,Customer_39,East,Main Course,Curry,4,674,2696
1234,12-03-2023,Customer_227,North,Asian,Sandwich,4,409,1636
1235,13-03-2023,Customer_282,South,Fast Food,Curry,1,984,984
1236,13-03-2023,Customer_51,North,Fast Food,Sushi,2,342,684
1237,13-03-2023,Customer_26,South,Asian,Sandwich,1,592,592
1238,13-03-2023,Customer_277,West,Continental,Pizza,4,465,1860
1239,14-03-2023,Customer_8,West,Continental,Pizza,5,429,2145
1240,14-03-2023,Customer_48,South,Asian,Burger,5,206,1030
1241,14-03-2023,Customer_122,East,Asian,Burger,3,325,975
1242,15-03-2023,Customer_86,East,Asian,Steak,1,924,924
1243,15-03-2023,Customer_209,East,Asian,Curry,1,317,317
1244,15-03-2023,Customer_249,West,Asian,Pasta,3,852,2556
1245,16-03-2023,Customer_247,West,Asian,Burger,3,605,1815
1246,16-03-2023,Customer_110,East,Fast Food,Noodles,3,358,1074
1247,16-03-2023,Customer_206,North,Main Course,Burger,4,987,3948
1248,16-03-2023,Customer_31,East,Continental,Burger,1,873,873
1249,17-03-2023,Customer_85,North,Main Course,Salad,4,616,2464
1250,17-03-2023,Customer_195,East,Fast Food,Sandwich,3,872,2616
1251,17-03-2023,Customer_2,North,Healthy,Curry,1,153,153
1252,18-03-2023,Customer_200,West,Main Course,Salad,4,146,584
1253,18-03-2023,Customer_136,East,Healthy,Salad,4,826,3304
1254,18-03-2023,Customer_233,East,Fast Food,Curry,3,788,2364
1255,19-03-2023,Customer_147,South,Continental,Pizza,1,620,620
1256,19-03-2023,Customer_217,East,Healthy,Burger,3,198,594
1257,19-03-2023,Customer_285,North,Fast Food,Pasta,1,119,119
1258,20-03-2023,Customer_250,South,Asian,Pizza,5,989,4945
1259,20-03-2023,Customer_80,East,Continental,Salad,2,852,1704
1260,20-03-2023,Customer_98,East,Asian,Sushi,2,672,1344
1261,20-03-2023,Customer_152,West,Continental,Sushi,2,990,1980
1262,21-03-2023,Customer_112,South,Continental,Tacos,3,589,1767
1263,21-03-2023,Customer_30,North,Main Course,Burger,5,518,2590
1264,21-03-2023,Customer_297,East,Continental,Burger,1,789,789
1265,22-03-2023,Customer_278,West,Main Course,Pizza,4,949,3796
1266,22-03-2023,Customer_32,East,Healthy,Pizza,1,161,161
1267,22-03-2023,Customer_161,South,Continental,Pasta,4,244,976
1268,23-03-2023,Customer_30,North,Healthy,Pasta,1,315,315
1269,23-03-2023,Customer_26,West,Continental,Sushi,5,102,510
1270,23-03-2023,Customer_300,East,Main Course,Sushi,4,259,1036
1271,23-03-2023,Customer_245,North,Asian,Curry,3,838,2514
1272,24-03-2023,Customer_258,East,Continental,Steak,1,880,880
1273,24-03-2023,Customer_272,East,Fast Food,Salad,1,219,219
1274,24-03-2023,Customer_81,South,Asian,Burger,4,992,3968
1275,25-03-2023,Customer_30,South,Main Course,Sushi,3,188,564
1276,25-03-2023,Customer_261,East,Fast Food,Sushi,3,428,1284
1277,25-03-2023,Customer_42,West,Healthy,Pasta,5,679,3395
1278,26-03-2023,Customer_96,South,Main Course,Burger,3,456,1368
1279,26-03-2023,Customer_36,South,Asian,Tacos,3,709,2127
1280,26-03-2023,Customer_35,South,Healthy,Tacos,3,366,1098
1281,27-03-2023,Customer_121,South,Healthy,Curry,2,716,1432
1282,27-03-2023,Customer_207,North,Main Course,Salad,5,422,2110
1283,27-03-2023,Customer_62,East,Asian,Tacos,1,734,734
1284,27-03-2023,Customer_292,North,Main Course,Curry,4,640,2560
1285,28-03-2023,Customer_127,North,Fast Food,Tacos,1,748,748
1286,28-03-2023,Customer_297,East,Fast Food,Pasta,5,294,1470
1287,28-03-2023,Customer_21,South,Continental,Burger,4,837,3348
1288,29-03-2023,Customer_42,West,Healthy,Pasta,5,431,2155
1289,29-03-2023,Customer_215,South,Continental,Pizza,3,269,807
1290,29-03-2023,Customer_299,South,Asian,Pasta,4,620,2480
1291,30-03-2023,Customer_290,South,Fast Food,Burger,3,562,1686
1292,30-03-2023,Customer_268,South,Continental,Tacos,1,139,139
1293,30-03-2023,Customer_162,West,Fast Food,Steak,1,636,636
1294,30-03-2023,Customer_134,North,Fast Food,Curry,4,360,1440
1295,31-03-2023,Customer_105,West,Fast Food,Steak,4,494,1976
1296,31-03-2023,Customer_161,East,Main Course,Curry,5,325,1625
1297,31-03-2023,Customer_123,South,Continental,Pasta,5,223,1115
1298,01-04-2023,Customer_136,West,Healthy,Steak,3,137,411
1299,01-04-2023,Customer_203,East,Continental,Tacos,4,427,1708
1300,01-04-2023,Customer_68,West,Healthy,Sushi,1,350,350
1301,02-04-2023,Customer_154,South,Continental,Steak,5,275,1375
1302,02-04-2023,Customer_235,South,Continental,Pizza,5,701,3505
1303,02-04-2023,Customer_162,East,Fast Food,Pasta,1,553,553
1304,02-04-2023,Customer_38,West,Healthy,Curry,5,136,680
1305,03-04-2023,Customer_5,South,Healthy,Curry,3,415,1245
1306,03-04-2023,Customer_235,East,Healthy,Burger,4,787,3148
1307,03-04-2023,Customer_289,West,Continental,Tacos,1,895,895
1308,04-04-2023,Customer_52,West,Healthy,Curry,4,692,2768
1309,04-04-2023,Customer_38,East,Continental,Pizza,5,213,1065
1310,04-04-2023,Customer_276,West,Main Course,Burger,5,139,695
1311,05-04-2023,Customer_110,West,Fast Food,Salad,1,400,400
1312,05-04-2023,Customer_260,South,Asian,Sushi,3,323,969
1313,05-04-2023,Customer_136,South,Main Course,Pizza,2,417,834
1314,06-04-2023,Customer_68,South,Healthy,Noodles,1,448,448
1315,06-04-2023,Customer_179,East,Fast Food,Steak,2,214,428
1316,06-04-2023,Customer_36,North,Fast Food,Steak,2,797,1594
1317,06-04-2023,Customer_126,West,Fast Food,Sandwich,3,422,1266
1318,07-04-2023,Customer_190,East,Fast Food,Sushi,2,667,1334
1319,07-04-2023,Customer_146,North,Healthy,Noodles,2,139,278
1320,07-04-2023,Customer_81,North,Fast Food,Noodles,3,965,2895
1321,08-04-2023,Customer_225,East,Asian,Steak,2,139,278
1322,08-04-2023,Customer_279,North,Asian,Burger,2,958,1916
1323,08-04-2023,Customer_155,South,Fast Food,Tacos,2,848,1696
1324,09-04-2023,Customer_271,East,Continental,Sandwich,1,388,388
1325,09-04-2023,Customer_5,West,Healthy,Curry,1,361,361
1326,09-04-2023,Customer_284,South,Asian,Sushi,1,315,315
1327,09-04-2023,Customer_154,West,Asian,Tacos,3,246,738
1328,10-04-2023,Customer_54,North,Asian,Pasta,5,435,2175
1329,10-04-2023,Customer_69,South,Main Course,Noodles,2,267,534
1330,10-04-2023,Customer_136,West,Main Course,Steak,2,191,382
1331,11-04-2023,Customer_60,East,Asian,Pizza,3,452,1356
1332,11-04-2023,Customer_55,North,Continental,Pizza,2,670,1340
1333,11-04-2023,Customer_284,West,Healthy,Pasta,1,670,670
1334,12-04-2023,Customer_80,North,Healthy,Noodles,5,915,4575
1335,12-04-2023,Customer_140,West,Asian,Curry,4,780,3120
1336,12-04-2023,Customer_145,East,Asian,Curry,2,880,1760
1337,13-04-2023,Customer_108,South,Healthy,Pasta,1,462,462
1338,13-04-2023,Customer_176,West,Continental,Burger,4,656,2624
1339,13-04-2023,Customer_105,North,Main Course,Curry,5,444,2220
1340,13-04-2023,Customer_136,East,Main Course,Sushi,4,792,3168
1341,14-04-2023,Customer_259,South,Asian,Sandwich,1,269,269
1342,14-04-2023,Customer_251,North,Healthy,Sushi,4,455,1820
1343,14-04-2023,Customer_129,East,Main Course,Salad,3,290,870
1344,15-04-2023,Customer_27,North,Continental,Pizza,4,766,3064
1345,15-04-2023,Customer_48,East,Asian,Noodles,2,521,1042
1346,15-04-2023,Customer_217,South,Fast Food,Sandwich,2,799,1598
1347,16-04-2023,Customer_142,South,Asian,Noodles,3,106,318
1348,16-04-2023,Customer_23,North,Fast Food,Tacos,1,232,232
1349,16-04-2023,Customer_2,East,Asian,Tacos,2,846,1692
1350,16-04-2023,Customer_171,West,Healthy,Sandwich,5,656,3280
1351,17-04-2023,Customer_67,South,Healthy,Burger,2,925,1850
1352,17-04-2023,Customer_135,West,Healthy,Curry,2,860,1720
1353,17-04-2023,Customer_83,West,Healthy,Curry,1,130,130
1354,18-04-2023,Customer_227,North,Continental,Steak,4,634,2536
1355,18-04-2023,Customer_283,North,Continental,Curry,2,525,1050
1356,18-04-2023,Customer_219,North,Fast Food,Burger,3,493,1479
1357,19-04-2023,Customer_288,East,Continental,Curry,4,771,3084
1358,19-04-2023,Customer_5,South,Asian,Curry,5,462,2310
1359,19-04-2023,Customer_58,South,Healthy,Sushi,1,536,536
1360,19-04-2023,Customer_39,West,Main Course,Burger,5,769,3845
1361,20-04-2023,Customer_77,North,Main Course,Curry,4,650,2600
1362,20-04-2023,Customer_280,East,Main Course,Pizza,4,181,724
1363,20-04-2023,Customer_19,South,Asian,Burger,4,455,1820
1364,21-04-2023,Customer_190,East,Main Course,Tacos,5,357,1785
1365,21-04-2023,Customer_299,North,Main Course,Tacos,4,817,3268
1366,21-04-2023,Customer_283,North,Fast Food,Pizza,5,688,3440
1367,22-04-2023,Customer_76,South,Asian,Noodles,4,623,2492
1368,22-04-2023,Customer_221,West,Asian,Noodles,3,394,1182
1369,22-04-2023,Customer_66,West,Main Course,Pizza,4,323,1292
1370,23-04-2023,Customer_22,North,Asian,Burger,5,624,3120
1371,23-04-2023,Customer_158,North,Fast Food,Steak,2,145,290
1372,23-04-2023,Customer_187,West,Fast Food,Steak,4,766,3064
1373,23-04-2023,Customer_21,North,Healthy,Salad,2,212,424
1374,24-04-2023,Customer_184,South,Fast Food,Noodles,3,332,996
1375,24-04-2023,Customer_108,South,Healthy,Noodles,1,116,116
1376,24-04-2023,Customer_128,East,Main Course,Sandwich,3,459,1377
1377,25-04-2023,Customer_53,West,Healthy,Curry,4,322,1288
1378,25-04-2023,Customer_182,North,Healthy,Sushi,2,965,1930
1379,25-04-2023,Customer_287,East,Main Course,Sushi,2,799,1598
1380,26-04-2023,Customer_209,South,Healthy,Pizza,5,547,2735
1381,26-04-2023,Customer_80,West,Fast Food,Sandwich,2,955,1910
1382,26-04-2023,Customer_122,South,Main Course,Curry,5,464,2320
1383,26-04-2023,Customer_84,North,Asian,Sushi,1,774,774
1384,27-04-2023,Customer_91,East,Healthy,Noodles,4,425,1700
1385,27-04-2023,Customer_212,North,Fast Food,Steak,5,566,2830
1386,27-04-2023,Customer_13,North,Asian,Steak,1,513,513
1387,28-04-2023,Customer_92,West,Main Course,Curry,2,554,1108
1388,28-04-2023,Customer_171,West,Main Course,Sushi,2,685,1370
1389,28-04-2023,Customer_211,North,Main Course,Curry,1,332,332
1390,29-04-2023,Customer_128,West,Fast Food,Burger,2,323,646
1391,29-04-2023,Customer_137,East,Asian,Burger,1,930,930
1392,29-04-2023,Customer_82,East,Main Course,Sandwich,5,511,2555
1393,30-04-2023,Customer_56,North,Fast Food,Pizza,5,671,3355
1394,30-04-2023,Customer_196,East,Continental,Sushi,1,434,434
1395,30-04-2023,Customer_20,North,Fast Food,Sushi,5,321,1605
1396,30-04-2023,Customer_241,East,Continental,Salad,5,136,680
1397,01-05-2023,Customer_114,South,Asian,Noodles,5,377,1885
1398,01-05-2023,Customer_103,North,Main Course,Noodles,3,295,885
1399,01-05-2023,Customer_236,East,Main Course,Sushi,4,963,3852
1400,02-05-2023,Customer_180,South,Healthy,Burger,2,583,1166
1401,02-05-2023,Customer_157,North,Main Course,Pizza,3,341,1023
1402,02-05-2023,Customer_117,East,Asian,Pasta,5,423,2115
1403,03-05-2023,Customer_115,East,Fast Food,Curry,1,830,830
1404,03-05-2023,Customer_13,South,Asian,Pasta,5,291,1455
1405,03-05-2023,Customer_99,West,Main Course,Tacos,4,116,464
1406,03-05-2023,Customer_205,West,Fast Food,Burger,5,623,3115
1407,04-05-2023,Customer_169,South,Asian,Salad,1,500,500
1408,04-05-2023,Customer_143,South,Main Course,Steak,4,985,3940
1409,04-05-2023,Customer_36,North,Main Course,Sandwich,5,804,4020
